"","X","Y","Price","Category"
"39786",568107.860386,3875786.934,107.83,"Residential"
"39787",568102.340687,3875786.81911,129.31,"Residential"
"39788",568062.121915,3875786.70261,133.75,"Residential"
"39789",568067.057211,3875786.69906,189.14,"Residential"
"39790",568071.979265,3875788.68288,110.88,"Residential"
"39791",568071.235109,3875772.99415,28.56,"Residential"
"39792",568077.471663,3875786.81119,105.67,"Residential"
"39793",568092.047241,3875786.80808,189.86,"Residential"
"39794",568082.796062,3875786.838,105.81,"Residential"
"39795",568066.907307,3875767.83312,3.5,"Field"
"39796",568080.859273,3875764.22855,101.16,"Residential"
"39797",568071.410493,3875749.61793,191.42,"Residential"
"39798",568070.703125,3875738.78443,3.93,"Field"
"39799",568069.038363,3875724.03102,7.35,"Field"
"39800",568068.109722,3875711.40088,6.62,"Field"
"39801",568066.250875,3875704.11681,127.44,"Residential"
"39802",568049.872477,3875686.0082,77.22,"Residential"
"39803",568056.286428,3875690.63224,57.2,"Residential"
"39804",568054.158031,3875676.95214,61.38,"Residential"
"39805",568062.090772,3875685.29933,124.41,"Residential"
"39806",568067.378373,3875684.59605,79.35,"Residential"
"39807",568072.110941,3875684.51665,115.1,"Residential"
"39808",568078.722634,3875684.1606,117.26,"Residential"
"39809",568085.592779,3875683.81161,117.61,"Residential"
"39810",568091.277874,3875683.43191,142.27,"Residential"
"39811",568098.1879,3875683.30302,164.84,"Residential"
"39812",568104.357989,3875672.6944,16.95,"Residential"
"39813",568110.712439,3875678.41446,77.81,"Residential"
"39814",568112.742242,3875693.1232,66.74,"Residential"
"39815",568105.388006,3875693.31384,103.44,"Residential"
"39816",567946.481113,3875651.37703,330.88,"Residential"
"39817",567935.238926,3875655.93396,85.77,"Residential"
"39818",567931.342964,3875655.64928,99.96,"Residential"
"39819",567927.183735,3875655.43872,90,"Residential"
"39820",567920.191095,3875662.82083,143.04,"Residential"
"39821",567919.477626,3875648.34929,45.05,"Residential"
"39822",567899.368112,3875622.90926,36.3,"Field"
"39823",567941.678371,3875624.54446,21.82,"Field"
"39824",567913.022353,3875656.1101,99.19,"Residential"
"39825",567922.97085,3875637.3292,7.35,"Field"
"39826",567889.870269,3875637.64334,13.03,"Field"
"39827",567907.622104,3875656.35846,161.65,"Residential"
"39828",567900.080695,3875656.39365,161.65,"Residential"
"39829",567894.350643,3875656.96255,83.75,"Residential"
"39830",567874.575774,3875657.78008,97.72,"Residential"
"39831",567889.998568,3875663.55045,46.24,"Residential"
"39832",567883.815662,3875655.39966,334.43,"Residential"
"39833",567869.941585,3875546.42782,243.2,"Residential"
"39834",567876.46861,3875545.86854,120.76,"Residential"
"39835",567882.960773,3875546.14958,270.52,"Residential"
"39836",567891.163689,3875546.08178,238.27,"Residential"
"39837",567897.444592,3875545.61839,120.22,"Residential"
"39838",567902.229618,3875545.62674,183.61,"Residential"
"39839",567907.518192,3875545.5217,116.41,"Residential"
"39840",567913.491491,3875545.46293,215.87,"Residential"
"39841",567920.018958,3875545.30598,215.87,"Residential"
"39842",567926.464737,3875545.24926,177.63,"Residential"
"39843",567932.444833,3875544.98372,183.61,"Residential"
"39844",567944.759612,3875544.5128,153.02,"Residential"
"39845",567938.22342,3875545.19914,219.16,"Residential"
"39846",567868.408899,3875602.31217,0.53,"Field"
"39847",567854.570571,3875600.08824,0.36,"Field"
"39848",567910.591691,3875587.57316,1396.52,"Residential"
"39849",567973.086403,3875654.14773,237,"Residential"
"39850",567965.483165,3875648.99342,354.64,"Residential"
"39851",568023.680674,3875649.12029,129.27,"Residential"
"39852",568019.273552,3875650.23017,94.33,"Residential"
"39853",568109.117067,3875653.50783,101.2,"Residential"
"39854",568108.463069,3875639.58699,35.28,"Residential"
"39855",568102.528485,3875648.57791,93.17,"Residential"
"39856",568097.864488,3875649.19848,110.3,"Residential"
"39857",568089.596359,3875648.57326,234.21,"Residential"
"39858",568079.563544,3875649.05799,185.9,"Residential"
"39859",568071.612228,3875648.83646,165.44,"Residential"
"39860",568066.13464,3875649.66111,94.42,"Residential"
"39861",568048.470669,3875649.27625,187.37,"Residential"
"39862",568041.88811,3875649.54473,93.67,"Residential"
"39863",568037.658293,3875649.58789,83.84,"Residential"
"39864",568033.466009,3875650.13701,84.98,"Residential"
"39865",568029.153725,3875650.19627,87.62,"Residential"
"39866",568060.659631,3875648.76221,120.07,"Residential"
"39867",568055.313749,3875648.93303,80.3,"Residential"
"39868",568085.204399,3875624.86572,36.97,"Field"
"39869",568014.384421,3875649.88174,130.48,"Residential"
"39870",567994.184134,3875650.1785,661.54,"Residential"
"39871",568033.703057,3875626.09574,423.23,"Residential"
"39872",567983.133804,3875625.99055,36.97,"Field"
"39873",568074.408823,3875547.23959,206.49,"Residential"
"39874",568065.918913,3875548.37257,336.96,"Residential"
"39875",568058.809787,3875547.85857,133.38,"Residential"
"39876",568052.264295,3875548.09732,284.88,"Residential"
"39877",568041.473398,3875547.70915,462.72,"Residential"
"39878",568028.836824,3875547.68117,428.22,"Residential"
"39879",568013.959886,3875547.63126,605.46,"Residential"
"39880",568000.825659,3875547.62878,257.4,"Residential"
"39881",567989.636987,3875547.8255,471.51,"Residential"
"39882",567978.091366,3875547.91213,296.01,"Residential"
"39883",567969.6882,3875547.52975,225.21,"Residential"
"39884",567961.470378,3875547.92374,263.25,"Residential"
"39885",567978.655853,3875592.6615,152.17,"Field"
"39886",567996.534469,3875569.71265,0.6,"Field"
"39887",568045.659099,3875603.40222,511.69,"Residential"
"39888",568077.555658,3875608.64312,15.4,"Residential"
"39889",568059.799877,3875762.63511,5.1,"Residential"
"39890",568069.392725,3875758.81488,121.32,"Residential"
"39891",567955.612138,3875553.50171,16.41,"Residential"
"39892",567954.60289,3875537.38453,21.42,"Residential"
"39893",568011.057146,3875594.34686,39.85,"Field"
"39894",567853.723198,3875581.46041,501.99,"Residential"
"39895",567853.535673,3875608.6617,4.2,"Residential"
"39896",567685.344838,3875783.75246,492.12,"Residential"
"39897",567720.990086,3875769.35494,156.08,"Residential"
"39898",567720.715893,3875775.60676,154.94,"Residential"
"39899",567720.758331,3875781.06567,100.71,"Residential"
"39900",567720.082578,3875786.32691,160.03,"Residential"
"39901",567718.0789,3875795.55306,225.59,"Residential"
"39902",567725.318832,3875792.17911,40.41,"Residential"
"39903",567720.906354,3875763.21421,151.72,"Residential"
"39904",567721.47623,3875755.32622,244.01,"Residential"
"39905",567721.554595,3875746.70093,120.07,"Residential"
"39906",567722.49064,3875740.57022,175.88,"Residential"
"39907",567723.635508,3875735.38965,136.96,"Residential"
"39908",567728.907951,3875729.46164,36.93,"Residential"
"39909",567728.802473,3875724.43013,26.76,"Residential"
"39910",567728.917358,3875720.04229,35.34,"Residential"
"39911",567723.168648,3875720.13179,143.64,"Residential"
"39912",567728.0405,3875701.92949,85.43,"Residential"
"39913",567728.34824,3875690.41914,207.18,"Residential"
"39914",567683.671352,3875752.9317,335.52,"Residential"
"39915",567699.044667,3875737.81023,8.85,"Field"
"39916",567703.048166,3875698.86389,8.85,"Field"
"39917",567671.592093,3875733.64331,58.65,"Residential"
"39918",567671.299597,3875723.8572,33.34,"Residential"
"39919",567672.100991,3875705.05136,197.58,"Residential"
"39920",567664.371679,3875690.62162,48.78,"Residential"
"39921",567673.110498,3875664.57268,286.74,"Residential"
"39922",567690.634784,3875663.94683,71.24,"Residential"
"39923",567698.268282,3875663.81283,87.88,"Residential"
"39924",567707.123424,3875663.35376,140.89,"Residential"
"39925",567728.658944,3875661.45841,30.92,"Residential"
"39926",567688.770391,3875635.99249,241.35,"Field"
"39927",567727.94537,3875646.56515,125.95,"Residential"
"39928",567728.090843,3875642.35786,120.19,"Residential"
"39929",567734.821781,3875630.65217,19.18,"Residential"
"39930",567724.56875,3875631.11866,390.83,"Residential"
"39931",567698.548009,3875617.38294,1042.88,"Residential"
"39932",567703.779623,3875607.56332,770.65,"Residential"
"39933",567711.581142,3875599.77517,480.53,"Residential"
"39934",567676.757391,3875599.82359,16.34,"Residential"
"39935",567676.659457,3875590.98223,196.25,"Residential"
"39936",567711.026717,3875591.96219,667.87,"Residential"
"39937",567709.246923,3875583.21395,527.44,"Residential"
"39938",567711.357125,3875575.92211,413.41,"Residential"
"39939",567738.536096,3875566.47999,15.31,"Residential"
"39940",567710.39963,3875568.93159,377.54,"Residential"
"39941",567820.169882,3875605.40685,123.62,"Field"
"39942",567775.094849,3875641.60561,584.8,"Residential"
"39943",567776.129573,3875631.7743,418.69,"Residential"
"39944",567775.79632,3875623.85204,430.47,"Residential"
"39945",567775.925557,3875616.92634,327.96,"Residential"
"39946",567775.979263,3875611.95661,231.25,"Residential"
"39947",567776.902745,3875569.19814,243.32,"Residential"
"39948",567777.037976,3875574.89755,243.86,"Residential"
"39949",567773.084597,3875591.17585,127.8,"Residential"
"39950",567780.91982,3875581.45671,334.03,"Residential"
"39951",567771.991848,3875585.6451,198.23,"Residential"
"39952",567778.287364,3875595.6104,345.59,"Residential"
"39953",567779.619205,3875605.45991,453.87,"Residential"
"39954",567766.776019,3875602.16803,117.52,"Residential"
"39955",567864.16575,3875650.88953,31,"Residential"
"39956",567860.161087,3875661.27191,199.51,"Residential"
"39957",567852.169597,3875660.11203,122.84,"Residential"
"39958",567837.170904,3875660.10847,100.27,"Residential"
"39959",567831.640867,3875660.44234,150.21,"Residential"
"39960",567825.089725,3875660.3603,105.82,"Residential"
"39961",567809.22462,3875670.80977,16.5,"Residential"
"39962",567809.950077,3875659.77267,458.15,"Residential"
"39963",567796.152192,3875661.22676,84.34,"Residential"
"39964",567792.752239,3875661.32927,59.92,"Residential"
"39965",567788.169021,3875661.774,100.65,"Residential"
"39966",567782.44458,3875661.22421,69.92,"Residential"
"39967",567759.809393,3875655.86267,275.96,"Residential"
"39968",567772.017642,3875662.85923,264.78,"Residential"
"39969",567759.660522,3875670.06989,27.36,"Residential"
"39970",567754.875958,3875670.33788,251.46,"Residential"
"39971",567763.26102,3875746.49379,187.02,"Residential"
"39972",567764.357312,3875741.58421,242.64,"Residential"
"39973",567765.003162,3875735.06508,497.7,"Residential"
"39974",567765.751334,3875727.90551,353.88,"Residential"
"39975",567763.181022,3875721.49993,85.14,"Residential"
"39976",567763.428185,3875716.50636,71.28,"Residential"
"39977",567776.084291,3875696.59497,117.36,"Residential"
"39978",567771.059783,3875698.48583,62.1,"Residential"
"39979",567755.385638,3875692.3554,278.1,"Residential"
"39980",567767.149974,3875691.72595,40.86,"Residential"
"39981",567762.991692,3875691.93052,25.92,"Residential"
"39982",567765.952921,3875708.16289,28.26,"Residential"
"39983",567756.230548,3875708.46028,251.46,"Residential"
"39984",567782.750973,3875694.38953,116.46,"Residential"
"39985",567789.987822,3875694.43761,125.13,"Residential"
"39986",567797.87425,3875694.12083,160.77,"Residential"
"39987",567804.004134,3875693.68797,82.61,"Residential"
"39988",567808.829152,3875694.04123,108.57,"Residential"
"39989",567814.053944,3875694.16771,79.24,"Residential"
"39990",567819.653972,3875693.45219,128.61,"Residential"
"39991",567825.244758,3875693.64404,112.64,"Residential"
"39992",567830.110152,3875692.90937,81.88,"Residential"
"39993",567839.609945,3875693.13745,80.8,"Residential"
"39994",567845.33012,3875693.5156,103.53,"Residential"
"39995",567851.050607,3875693.28933,128.08,"Residential"
"39996",567857.85844,3875692.98825,160.66,"Residential"
"39997",567865.468953,3875705.14557,42.88,"Residential"
"39998",567867.019507,3875690.62565,44.02,"Residential"
"39999",567863.898386,3875699.06654,3.6,"Residential"
"40000",567863.764006,3875687.07949,49.87,"Residential"
"40001",567824.116777,3875710.71263,163.26,"Residential"
"40002",567820.956923,3875720.4633,191.52,"Residential"
"40003",567853.793652,3875741.75389,187.74,"Residential"
"40004",567826.320639,3875731.28457,315.9,"Residential"
"40005",567844.00757,3875755.42465,187.92,"Residential"
"40006",567850.056125,3875770.15937,100.62,"Residential"
"40007",567855.33192,3875765.47197,86.94,"Residential"
"40008",567867.422324,3875787.34695,143.46,"Residential"
"40009",567861.815778,3875787.67606,84.06,"Residential"
"40010",567856.627134,3875787.38341,137.52,"Residential"
"40011",567851.005744,3875787.29412,81.36,"Residential"
"40012",567844.573236,3875787.69691,139.32,"Residential"
"40013",567835.636998,3875787.74394,195.12,"Residential"
"40014",567828.237596,3875787.39374,82.08,"Residential"
"40015",567822.580333,3875767.43723,353.52,"Residential"
"40016",567814.388502,3875787.09225,163.62,"Residential"
"40017",567813.305884,3875754.5278,88.56,"Residential"
"40018",567801.417735,3875769.22332,705.12,"Residential"
"40019",567777.289037,3875786.95123,159.3,"Residential"
"40020",567787.577016,3875754.9854,144.77,"Residential"
"40021",567789.485925,3875793.97383,77.94,"Residential"
"40022",567787.313286,3875782.82797,117.98,"Residential"
"40023",567760.172848,3875799.16852,237.6,"Residential"
"40024",567760.130577,3875794.41267,224.64,"Residential"
"40025",567759.61822,3875789.44195,221.4,"Residential"
"40026",567759.819471,3875783.03341,333.9,"Residential"
"40027",567760.033844,3875776.37379,262.26,"Residential"
"40028",567764.982095,3875769.97959,399.6,"Residential"
"40029",567766.427471,3875756.68457,1279.08,"Residential"
"40030",567867.917341,3875825.09075,138.6,"Residential"
"40031",567859.689648,3875824.28145,219.96,"Residential"
"40032",567851.045772,3875824.40606,121.5,"Residential"
"40033",567778.598342,3875823.64703,154.8,"Residential"
"40034",567786.862029,3875823.84005,105.38,"Residential"
"40035",567796.174934,3875823.83311,245.41,"Residential"
"40036",567808.169808,3875823.78659,249.83,"Residential"
"40037",567819.287136,3875824.29746,196.2,"Residential"
"40038",567829.476994,3875824.14752,196.38,"Residential"
"40039",567844.659854,3875823.90273,116.42,"Residential"
"40040",567840.190806,3875828.79128,11.88,"Residential"
"40041",567837.019455,3875821.90421,96.66,"Residential"
"40042",567834.602269,3875703.03832,47.47,"Residential"
"40043",567834.783064,3875689.26775,55.5,"Residential"
"40044",567844.398687,3875659.85819,148.84,"Residential"
"40045",567856.312719,3875628.88332,29.51,"Field"
"40046",567759.080369,3875538.78465,28.07,"Residential"
"40047",567758.469609,3875561.85214,65.92,"Residential"
"40048",567758.757272,3875550.84869,44.17,"Residential"
"40049",567763.407986,3875549.22075,220.96,"Residential"
"40050",567780.844235,3875549.73231,1080.68,"Residential"
"40051",567795.653599,3875546.20828,22.1,"Residential"
"40052",567797.006873,3875536.61596,27,"Residential"
"40053",567793.359869,3875536.98227,4.68,"Residential"
"40054",567802.931902,3875547.57745,276.66,"Residential"
"40055",567809.9223,3875546.60428,184.46,"Residential"
"40056",567816.142906,3875546.57782,165.96,"Residential"
"40057",567821.689809,3875545.94153,208.98,"Residential"
"40058",567827.788721,3875545.53056,210.88,"Residential"
"40059",567836.278487,3875544.76387,415.04,"Residential"
"40060",567845.933295,3875544.04804,270.54,"Residential"
"40061",567858.729789,3875542.89338,178.17,"Residential"
"40062",567853.190443,3875543.7266,183.36,"Residential"
"40063",567715.759239,3875493.96505,311.93,"Residential"
"40064",567697.505601,3875488.76293,9.54,"Residential"
"40065",567723.058004,3875486.37148,158.7,"Residential"
"40066",567715.579516,3875481.15399,232.04,"Residential"
"40067",567715.004741,3875475.33857,279.77,"Residential"
"40068",567715.599196,3875468.13763,322.06,"Residential"
"40069",567715.629666,3875458.01181,396.91,"Residential"
"40070",567715.566563,3875447.4841,391.03,"Residential"
"40071",567703.115853,3875431.81398,559.92,"Residential"
"40072",567729.790127,3875436.81107,82.38,"Residential"
"40073",567729.790667,3875432.37173,82.47,"Residential"
"40074",567729.317809,3875427.21688,82.47,"Residential"
"40075",567729.218201,3875421.76053,93.41,"Residential"
"40076",567729.964722,3875417.62423,90.45,"Residential"
"40077",567735.823587,3875407.78116,108.1,"Residential"
"40078",567727.094735,3875384.37359,528.36,"Residential"
"40079",567735.276808,3875368.85881,54.38,"Residential"
"40080",567735.315078,3875362.10027,42.63,"Residential"
"40081",567735.33798,3875355.99144,55.13,"Residential"
"40082",567735.389802,3875349.56959,118.69,"Residential"
"40083",567855.907788,3875504.00585,243.2,"Residential"
"40084",567850.784147,3875504.93914,265.6,"Residential"
"40085",567846.651527,3875504.54742,267.18,"Residential"
"40086",567842.582314,3875504.65909,278.82,"Residential"
"40087",567836.805329,3875505.64011,234.54,"Residential"
"40088",567830.126397,3875505.0865,137.16,"Residential"
"40089",567824.430732,3875505.81435,167.76,"Residential"
"40090",567820.269033,3875505.83059,243.9,"Residential"
"40091",567815.813016,3875506.16005,246.96,"Residential"
"40092",567811.558666,3875506.42451,103.5,"Residential"
"40093",567807.972141,3875506.41305,211.46,"Residential"
"40094",567804.245316,3875506.58621,144.1,"Residential"
"40095",567799.57524,3875506.99718,208.36,"Residential"
"40096",567794.116207,3875507.33344,140.94,"Residential"
"40097",567787.338135,3875507.3993,278.82,"Residential"
"40098",567777.475064,3875508.34874,134.74,"Residential"
"40099",567769.563023,3875508.6415,212.11,"Residential"
"40100",567763.301682,3875509.16347,47.3,"Residential"
"40101",567767.755864,3875488.09995,116.54,"Residential"
"40102",567767.723445,3875479.5208,97.48,"Residential"
"40103",567767.896219,3875470.99095,99.45,"Residential"
"40104",567767.975533,3875462.64385,99.16,"Residential"
"40105",567768.096151,3875454.47463,99.74,"Residential"
"40106",567768.180974,3875447.32712,69.52,"Residential"
"40107",567768.2085,3875441.76506,69.52,"Residential"
"40108",567768.416043,3875434.01332,115.68,"Residential"
"40109",567768.430938,3875424.23693,115.68,"Residential"
"40110",567768.576308,3875416.59374,68.76,"Residential"
"40111",567768.6937,3875411.52243,58.87,"Residential"
"40112",567768.720313,3875404.39748,112.41,"Residential"
"40113",567768.838873,3875395.7208,111.36,"Residential"
"40114",567768.982095,3875385.35177,139.99,"Residential"
"40115",567769.116749,3875375.2807,56.35,"Residential"
"40116",567769.350878,3875370.31836,51.59,"Residential"
"40117",567769.316284,3875360.2927,216.44,"Residential"
"40118",567769.915078,3875348.01802,52.66,"Residential"
"40119",567772.951366,3875341.68404,15.85,"Residential"
"40120",567775.411406,3875337.83746,0.68,"Residential"
"40121",567776.286558,3875335.47641,10.67,"Residential"
"40122",567899.184878,3875477.83095,736.52,"Residential"
"40123",567893.72225,3875447.74913,19.42,"Field"
"40124",567894.458948,3875400.84903,2869,"Residential"
"40125",567924.82194,3875349.58585,21.47,"Field"
"40126",567893.905197,3875350.69353,21.51,"Field"
"40127",567863.507532,3875351.98487,19.42,"Field"
"40128",567838.455429,3875344.63327,8.42,"Field"
"40129",567820.036568,3875345.24396,8.82,"Field"
"40130",567834.941426,3875446.029,1141.36,"Residential"
"40131",567834.562613,3875379.49395,745.4,"Residential"
"40132",567798.482975,3875447.99544,2000.13,"Residential"
"40133",567797.661429,3875370.32825,61.3,"Field"
"40134",567775.188411,3875292.74189,140.76,"Residential"
"40135",567815.768135,3875293.64719,19.42,"Field"
"40136",567839.188075,3875304.05085,0.35,"Field"
"40137",567820.324894,3875305.04894,0.38,"Field"
"40138",567804.159628,3875305.69694,1.06,"Field"
"40139",567789.572228,3875306.04574,0.23,"Field"
"40140",567863.893305,3875292.9688,5.19,"Field"
"40141",567923.943049,3875290.22923,6.05,"Field"
"40142",567893.767824,3875291.55613,6.01,"Field"
"40143",568221.669033,3875491.27982,34.56,"Residential"
"40144",568232.046488,3875479.6855,161.98,"Residential"
"40145",568264.977125,3875425.55766,64.9,"Residential"
"40146",568265.032097,3875430.66548,49.55,"Residential"
"40147",568264.865727,3875436.56816,90.64,"Residential"
"40148",568264.902971,3875443.84932,76.1,"Residential"
"40149",568264.617324,3875452.09342,116,"Residential"
"40150",568264.204633,3875477.99571,98.71,"Residential"
"40151",568270.429808,3875470.13678,43.75,"Residential"
"40152",568263.547831,3875463.73987,144.75,"Residential"
"40153",568237.291225,3875470.2699,197.64,"Residential"
"40154",568237.786983,3875463.08061,137.88,"Residential"
"40155",568237.761118,3875456.52284,158.04,"Residential"
"40156",568238.197812,3875450.14274,122.76,"Residential"
"40157",568238.370478,3875444.56611,112.44,"Residential"
"40158",568238.640012,3875439.30568,94.14,"Residential"
"40159",568238.293239,3875434.89418,101.8,"Residential"
"40160",568238.735614,3875430.12935,124.42,"Residential"
"40161",568239.305835,3875424.1857,120.06,"Residential"
"40162",568239.281382,3875419.35697,57.96,"Residential"
"40163",568239.692825,3875412.97812,183.76,"Residential"
"40164",568240.376986,3875405.48138,122.14,"Residential"
"40165",568239.873967,3875399.23408,108.16,"Residential"
"40166",568240.189033,3875390.75479,181.62,"Residential"
"40167",568265.111813,3875416.68827,141.01,"Residential"
"40168",568272.642206,3875405.78901,48.96,"Residential"
"40169",568272.293151,3875398.12395,22.93,"Residential"
"40170",568289.892287,3875477.69855,122.28,"Residential"
"40171",568289.669819,3875470.57124,79.96,"Residential"
"40172",568289.733232,3875466.01704,51.42,"Residential"
"40173",568289.727458,3875460.90963,64.7,"Residential"
"40174",568287.97087,3875455.84794,49.04,"Residential"
"40175",568288.52646,3875450.85646,67.76,"Residential"
"40176",568288.616173,3875445.08437,65.87,"Residential"
"40177",568288.567986,3875440.14291,53.87,"Residential"
"40178",568288.461667,3875433.74551,105.85,"Residential"
"40179",568294.23506,3875425.42448,23.91,"Residential"
"40180",568285.537186,3875425.66047,39.86,"Residential"
"40181",568288.323289,3875419.10944,67.21,"Residential"
"40182",568285.05255,3875405.57549,51.78,"Residential"
"40183",568288.269388,3875413.40767,61.47,"Residential"
"40184",568090.39331,3875344.64711,20.2,"Field"
"40185",568088.171773,3875434.80598,44.68,"Field"
"40186",568089.779506,3875378.88782,2.2,"Field"
"40187",568009.741536,3875427.88983,8.76,"Field"
"40188",568008.657908,3875370.47499,80.95,"Field"
"40189",568045.812371,3875437.55167,9.08,"Field"
"40190",567986.086842,3875440.51515,18.62,"Field"
"40191",568028.154407,3875473.00696,284.67,"Field"
"40192",568209.237298,3875492.64968,59.76,"Residential"
"40193",568203.92254,3875385.54525,102.04,"Residential"
"40194",568203.875831,3875391.05336,114.06,"Residential"
"40195",568203.270469,3875396.90112,116.48,"Residential"
"40196",568203.049495,3875407.0911,348.4,"Residential"
"40197",568185.573108,3875351.41126,0.39,"Field"
"40198",568185.284214,3875358.05122,0.39,"Field"
"40199",568184.885285,3875365.92756,34.1,"Residential"
"40200",568184.543566,3875373.09194,19.19,"Residential"
"40201",568184.195649,3875379.85326,0.41,"Field"
"40202",568183.910079,3875386.18231,0.41,"Field"
"40203",568182.753993,3875411.80821,0.37,"Field"
"40204",568183.342683,3875399.1784,1.23,"Field"
"40205",568202.286397,3875415.31267,98.26,"Residential"
"40206",568202.357062,3875419.41502,92.76,"Residential"
"40207",568202.434205,3875423.87639,118.18,"Residential"
"40208",568201.883099,3875428.43122,100.66,"Residential"
"40209",568201.738449,3875433.92347,201.68,"Residential"
"40210",568201.008894,3875441.25761,160.8,"Residential"
"40211",568201.033869,3875449.11041,68.04,"Residential"
"40212",568200.471361,3875454.69997,62.1,"Residential"
"40213",568200.572264,3875459.09889,61.92,"Residential"
"40214",568200.046986,3875463.1735,158.04,"Residential"
"40215",568200.023749,3875467.53207,124.38,"Residential"
"40216",568199.583991,3875473.57438,104.44,"Residential"
"40217",568198.540792,3875483.80067,124.38,"Residential"
"40218",568199.671306,3875479.51178,75.42,"Residential"
"40219",568187.653001,3875319.95029,1.64,"Field"
"40220",568146.198531,3875402.16477,5546.01,"Residential"
"40221",568257.174143,3875389.20084,16.92,"Residential"
"40222",568261.155688,3875395.27817,101.13,"Residential"
"40223",568273.675202,3875386.44126,48.08,"Residential"
"40224",568267.366602,3875396.03411,137.56,"Residential"
"40225",568285.888027,3875390.19886,119.76,"Residential"
"40226",568294.175451,3875389.9963,132.6,"Residential"
"40227",568310.034876,3875384.45665,42.68,"Residential"
"40228",568301.558456,3875384.53472,32,"Residential"
"40229",568206.130095,3875371.43815,238.88,"Residential"
"40230",568206.307801,3875361.63662,104.99,"Residential"
"40231",568206.471113,3875356.74777,108.85,"Residential"
"40232",568205.856096,3875348.2942,273.23,"Residential"
"40233",568205.660788,3875338.19032,113.65,"Residential"
"40234",568205.752019,3875322.02542,396.43,"Residential"
"40235",568207.054427,3875304.02016,188.31,"Residential"
"40236",568211.555923,3875295.41498,65.48,"Residential"
"40237",568215.576452,3875289.62595,40.3,"Residential"
"40238",568268.938871,3875365.27633,83.04,"Residential"
"40239",568270.993248,3875349.77476,32.2,"Residential"
"40240",568274.339827,3875368.14208,52.82,"Residential"
"40241",568273.813093,3875356.79372,12.48,"Residential"
"40242",568263.81281,3875362.34741,123.31,"Residential"
"40243",568258.522826,3875361.76961,111.72,"Residential"
"40244",568251.808877,3875362.08672,108.52,"Residential"
"40245",568245.331708,3875362.30627,109.47,"Residential"
"40246",568237.848556,3875363.51309,146.14,"Residential"
"40247",568229.625303,3875370.55545,36,"Residential"
"40248",568230.580973,3875359.17166,32.03,"Residential"
"40249",568230.464655,3875351.43152,47.76,"Residential"
"40250",568252.926926,3875254.03175,14.89,"Residential"
"40251",568248.586288,3875261.12531,54.46,"Residential"
"40252",568244.096126,3875267.89682,84.34,"Residential"
"40253",568241.878,3875274.5939,106.13,"Residential"
"40254",568234.38496,3875282.177,69.78,"Residential"
"40255",568244.353198,3875287.91063,161.8,"Residential"
"40256",568241.69871,3875296.60492,89.07,"Residential"
"40257",568241.754522,3875300.67325,91.02,"Residential"
"40258",568242.091701,3875306.48172,106.89,"Residential"
"40259",568242.126398,3875314.3814,147.06,"Residential"
"40260",568267.414537,3875334.80046,163.42,"Residential"
"40261",568267.129107,3875320.75139,51.03,"Residential"
"40262",568242.593616,3875336.82846,372.53,"Residential"
"40263",568242.166412,3875322.62039,126.33,"Residential"
"40264",568266.94832,3875312.5136,77.02,"Residential"
"40265",568266.751923,3875303.25131,52.17,"Residential"
"40266",568266.586144,3875297.05546,64.44,"Residential"
"40267",568266.466692,3875289.07986,79.96,"Residential"
"40268",568266.292011,3875281.56916,41.8,"Residential"
"40269",568266.205814,3875276.85429,73.09,"Residential"
"40270",568266.018221,3875273.09578,3.75,"Residential"
"40271",568265.819153,3875266.46377,83.7,"Residential"
"40272",568265.779166,3875257.15294,54.46,"Residential"
"40273",568270.041505,3875247.2881,45.93,"Residential"
"40274",568261.848247,3875249.06292,19.4,"Residential"
"40275",568296.184785,3875361.87691,99.92,"Residential"
"40276",568289.723991,3875361.77469,114.34,"Residential"
"40277",568283.923321,3875368.08353,64.48,"Residential"
"40278",568283.602322,3875353.95854,44.82,"Residential"
"40279",568289.397678,3875341.16241,106.15,"Residential"
"40280",568289.03266,3875330.15116,42.52,"Residential"
"40281",568288.748345,3875323.23971,45.73,"Residential"
"40282",568288.237266,3875311.10609,156.19,"Residential"
"40283",568284.48576,3875298.50125,26.25,"Residential"
"40284",568290.801527,3875294.26042,66.18,"Residential"
"40285",568286.79503,3875248.32397,229.55,"Residential"
"40286",568284.720014,3875264.61771,18,"Residential"
"40287",568288.038108,3875277.63095,188.73,"Residential"
"40288",568231.055824,3875239.71318,72.52,"Residential"
"40289",568195.330341,3875271.44675,2.29,"Residential"
"40290",568198.966074,3875266.052,42.1,"Residential"
"40291",568201.783496,3875261.63228,46.24,"Residential"
"40292",568205.316424,3875253.95049,129.16,"Residential"
"40293",568205.877439,3875245.77824,101.63,"Residential"
"40294",568205.870234,3875234.94943,213.84,"Residential"
"40295",568205.707367,3875223.76343,100.04,"Residential"
"40296",568205.857334,3875217.26136,88.43,"Residential"
"40297",568205.548755,3875209.45229,144.4,"Residential"
"40298",568205.683406,3875202.51112,59.92,"Residential"
"40299",568205.351281,3875197.58549,89.23,"Residential"
"40300",568205.38505,3875191.80474,88.7,"Residential"
"40301",568205.108979,3875185.23364,92.4,"Residential"
"40302",568205.422478,3875178.40562,105.32,"Residential"
"40303",568204.870606,3875171.07197,68.94,"Residential"
"40304",568204.89045,3875160.86832,142.74,"Residential"
"40305",568204.770157,3875151.97816,42.66,"Residential"
