"","X","Y","Price","Category"
"7231",570643.57877,3874371.99161,643.56,"Residential"
"7232",570651.339071,3874372.78648,1089.36,"Residential"
"7233",570660.673948,3874373.80423,616.74,"Residential"
"7234",570669.169243,3874374.47151,896.04,"Residential"
"7235",570677.636836,3874375.66686,934.68,"Residential"
"7236",570683.555828,3874376.50866,556.44,"Residential"
"7237",570705.962286,3874399.63581,1897.24,"Residential"
"7238",570715.860941,3874400.44428,2050.12,"Residential"
"7239",570736.07621,3874382.02487,611.27,"Residential"
"7240",570693.072028,3874409.54063,233.26,"Residential"
"7241",570684.880041,3874419.33693,88.04,"Residential"
"7242",570727.479043,3874410.37961,65.58,"Residential"
"7243",570723.262048,3874415.55874,219.25,"Residential"
"7244",570730.873574,3874425.89683,84.1,"Residential"
"7245",570733.039164,3874407.19957,89.32,"Residential"
"7246",570728.382411,3874378.7543,992.97,"Residential"
"7247",570695.822459,3874378.07286,1315.05,"Residential"
"7248",570690.284967,3874368.18926,308.77,"Residential"
"7249",570512.110863,3874310.32164,294.3,"Residential"
"7250",570519.065056,3874313.40546,659.85,"Residential"
"7251",570535.04,3874318.86422,135.95,"Residential"
"7252",570529.125367,3874314.04041,1002.6,"Residential"
"7253",570540.121762,3874315.81614,428.9,"Residential"
"7254",570549.400362,3874317.08413,806.36,"Residential"
"7255",570558.769557,3874318.22881,446.31,"Residential"
"7256",570566.238664,3874319.11471,549.18,"Residential"
"7257",570573.295931,3874320.14919,421.07,"Residential"
"7258",570579.1937,3874320.82343,456.3,"Residential"
"7259",570584.982677,3874321.71322,425.79,"Residential"
"7260",570597.577134,3874322.89952,376.25,"Residential"
"7261",570593.248593,3874313.86986,1185.05,"Residential"
"7262",570605.674952,3874288.32233,18.54,"Residential"
"7263",570602.752567,3874321.62738,772.06,"Residential"
"7264",570604.16309,3874303.89113,19.25,"Residential"
"7265",570609.279897,3874306.03463,1406.16,"Residential"
"7266",570614.590722,3874306.32043,867.91,"Residential"
"7267",570625.280953,3874317.27347,636.12,"Residential"
"7268",570619.417191,3874311.75621,587.16,"Residential"
"7269",570627.889191,3874291.59656,42.21,"Residential"
"7270",570623.346194,3874291.26535,42.21,"Residential"
"7271",570631.176455,3874316.74188,791.4,"Residential"
"7272",570633.153892,3874290.79599,35.12,"Residential"
"7273",570637.69917,3874307.75908,1662.4,"Residential"
"7274",570643.240031,3874310.77547,70.61,"Residential"
"7275",570649.101542,3874309.20464,1114.2,"Residential"
"7276",570657.290087,3874302.44826,1276.8,"Residential"
"7277",570663.673077,3874310.23443,104.94,"Residential"
"7278",570656.511214,3874329.85093,243.6,"Residential"
"7279",570660.597885,3874330.27747,239.64,"Residential"
"7280",570664.417411,3874330.87108,222.36,"Residential"
"7281",570675.270835,3874332.11218,370.2,"Residential"
"7282",570672.694031,3874314.82769,1159.57,"Residential"
"7283",570681.971545,3874332.8988,411.48,"Residential"
"7284",570687.583581,3874337.39217,79.68,"Residential"
"7285",570688.272457,3874329.72843,197.28,"Residential"
"7286",570685.132948,3874318.18853,375.45,"Residential"
"7287",570681.42202,3874293.60738,102.47,"Residential"
"7288",570744.09339,3874332.63082,1314.39,"Residential"
"7289",570734.835301,3874332.37635,616.99,"Residential"
"7290",570728.082021,3874342.09157,74.69,"Residential"
"7291",570724.92093,3874330.79889,1024.54,"Residential"
"7292",570715.288449,3874333.29556,730.84,"Residential"
"7293",570695.842684,3874334.72274,297,"Residential"
"7294",570707.93241,3874336.00256,1315.05,"Residential"
"7295",570701.971382,3874335.23449,1662.4,"Residential"
"7296",570713.88717,3874303.84386,1080.12,"Residential"
"7297",570722.230345,3874279.68,267.7,"Residential"
"7298",570722.258534,3874261.96789,404.48,"Residential"
"7299",570725.335681,3874210.86619,312.09,"Residential"
"7300",570701.127141,3874235.22819,136.47,"Residential"
"7301",570732.818914,3874236.20094,376.13,"Residential"
"7302",570716.512472,3874224.8083,53.29,"Residential"
"7303",570519.332988,3874198.58425,288.3,"Residential"
"7304",570519.273021,3874204.24694,312.1,"Residential"
"7305",570519.593763,3874208.95665,87.48,"Residential"
"7306",570519.33196,3874213.18965,296.55,"Residential"
"7307",570519.71442,3874221.0545,516.33,"Residential"
"7308",570519.940177,3874228.77994,268.29,"Residential"
"7309",570519.954209,3874233.05492,103.86,"Residential"
"7310",570517.368429,3874236.12307,134.64,"Residential"
"7311",570528.375486,3874238.98129,135.27,"Residential"
"7312",570516.922401,3874240.07568,142.56,"Residential"
"7313",570520.407197,3874245.81314,359.01,"Residential"
"7314",570520.692367,3874251.73308,457.29,"Residential"
"7315",570521.675102,3874256.40527,403.38,"Residential"
"7316",570520.889512,3874260.08835,84.42,"Residential"
"7317",570521.274891,3874263.80629,118.98,"Residential"
"7318",570521.522978,3874268.411,449.4,"Residential"
"7319",570521.658686,3874274.76281,499,"Residential"
"7320",570522.264177,3874280.42533,308.4,"Residential"
"7321",570521.85554,3874284.7802,323.9,"Residential"
"7322",570522.038369,3874288.8038,131.58,"Residential"
"7323",570522.567457,3874300.26492,483.8,"Residential"
"7324",570522.690354,3874294.44118,484.1,"Residential"
"7325",570594.734168,3874273.69949,160.91,"Residential"
"7326",570551.97364,3874293.03524,1109.52,"Residential"
"7327",570550.744532,3874264.15007,939.06,"Residential"
"7328",570555.192519,3874232.97753,1199.88,"Residential"
"7329",570602.517782,3874236.95204,27.12,"Residential"
"7330",570602.572498,3874227.05608,16.61,"Residential"
"7331",570602.509081,3874217.31528,31.15,"Residential"
"7332",570584.586013,3874202.42847,467.6,"Residential"
"7333",570544.120574,3874207.2236,496.08,"Residential"
"7334",570668.639575,3874266.04971,294.48,"Residential"
"7335",570675.064802,3874251.02153,129.24,"Residential"
"7336",570649.345778,3874261.41919,69.62,"Residential"
"7337",570608.586415,3874274.84806,10.23,"Residential"
"7338",570605.263281,3874262.70813,15.37,"Residential"
"7339",570609.385824,3874267.65755,7.25,"Residential"
"7340",570616.478239,3874272.1584,18.95,"Residential"
"7341",570620.56242,3874272.57803,13.8,"Residential"
"7342",570627.390462,3874273.23958,46.13,"Residential"
"7343",570642.14453,3874251.64095,31.38,"Residential"
"7344",570611.290589,3874261.71408,27.99,"Residential"
"7345",570622.684872,3874262.53612,29.51,"Residential"
"7346",570632.302465,3874263.25305,23.91,"Residential"
"7347",570630.359758,3874251.21511,69.13,"Residential"
"7348",570609.927863,3874253.67852,13.77,"Residential"
"7349",570610.809353,3874245.7594,19.13,"Residential"
"7350",570619.549342,3874250.00118,27.79,"Residential"
"7351",570616.361474,3874246.1983,7.15,"Residential"
"7352",570642.750208,3874269.67674,17.16,"Residential"
"7353",570636.868827,3874271.48742,37.69,"Residential"
"7354",570689.079365,3874216.61067,210.09,"Residential"
"7355",570611.643146,3874234.6778,17.96,"Residential"
"7356",570612.951539,3874222.63455,28.53,"Residential"
"7357",570620.425913,3874235.45486,20.14,"Residential"
"7358",570621.592877,3874223.52707,9.68,"Residential"
"7359",570632.679566,3874236.6543,7.76,"Residential"
"7360",570626.726883,3874236.00637,14.87,"Residential"
"7361",570632.775374,3874224.71532,25.44,"Residential"
"7362",570626.913367,3874224.1028,10.44,"Residential"
"7363",570639.141094,3874225.35263,6.97,"Residential"
"7364",570643.857037,3874225.8637,14.7,"Residential"
"7365",570642.951276,3874225.84452,7.36,"Residential"
"7366",570640.179039,3874237.28552,12.19,"Residential"
"7367",570650.469302,3874233.06671,33.51,"Residential"
"7368",570658.792211,3874233.04747,20.35,"Residential"
"7369",570675.104246,3874233.87471,30.29,"Residential"
"7370",570665.131834,3874233.13733,22.44,"Residential"
"7371",570647.745318,3874218.27217,17.2,"Residential"
"7372",570639.95681,3874217.34159,16.4,"Residential"
"7373",570621.773662,3874215.26517,57.05,"Residential"
"7374",570648.541814,3874194.2807,14.1,"Residential"
"7375",570616.379278,3874203.34434,12.29,"Residential"
"7376",570637.612657,3874212.11699,9.44,"Residential"
"7377",570621.35591,3874210.58415,18.6,"Residential"
"7378",570634.541271,3874208.26238,24.18,"Residential"
"7379",570630.833925,3874203.00125,70.65,"Residential"
"7380",570626.745673,3874198.35012,63.58,"Residential"
"7381",570647.950034,3874202.34524,50.79,"Residential"
"7382",570649.904155,3874211.48369,11.07,"Residential"
"7383",570645.841846,3874211.07482,13.35,"Residential"
"7384",570626.894062,3874190.97841,76.14,"Residential"
"7385",570617.687969,3874185.86198,11.44,"Residential"
"7386",570618.082325,3874181.10053,20.33,"Residential"
"7387",570653.427563,3874216.88416,15.94,"Residential"
"7388",570658.758098,3874219.4932,14.12,"Residential"
"7389",570671.665022,3874218.62003,90.57,"Residential"
"7390",570664.799285,3874199.32573,112.46,"Residential"
"7391",570666.126933,3874206.73004,67.1,"Residential"
"7392",570675.045017,3874207.4931,23.1,"Residential"
"7393",570683.168314,3874208.25445,21.95,"Residential"
"7394",570679.236674,3874207.99561,23.1,"Residential"
"7395",570686.938514,3874187.01618,91.82,"Residential"
"7396",570637.955569,3874184.52807,29.93,"Residential"
"7397",570661.324875,3874184.35444,173.07,"Residential"
"7398",570495.04803,3874205.3707,262.64,"Residential"
"7399",570495.111548,3874201.2719,397.6,"Residential"
"7400",570496.041873,3874195.66975,287,"Residential"
"7401",570496.106144,3874190.01441,352.66,"Residential"
"7402",570496.288221,3874184.6553,305.2,"Residential"
"7403",570496.5148,3874179.02994,308,"Residential"
"7404",570496.705107,3874174.19341,298.2,"Residential"
"7405",570496.93553,3874170.61375,191.8,"Residential"
"7406",570496.915797,3874167.46204,261.1,"Residential"
"7407",570497.121206,3874163.92548,246.4,"Residential"
"7408",570497.131916,3874159.94165,247.5,"Residential"
"7409",570497.526766,3874155.74233,279.15,"Residential"
"7410",570497.734886,3874147.75148,856.5,"Residential"
"7411",570498.051209,3874140.33886,274.05,"Residential"
"7412",570498.370167,3874132.68252,796.5,"Residential"
"7413",570498.646031,3874124.36154,291,"Residential"
"7414",570498.664675,3874120.25662,294,"Residential"
"7415",570499.020515,3874116.65912,302.7,"Residential"
"7416",570499.184181,3874112.61819,297.9,"Residential"
"7417",570499.157518,3874108.69432,301.2,"Residential"
"7418",570499.492477,3874105.08788,310.65,"Residential"
"7419",570499.529064,3874101.40464,311.4,"Residential"
"7420",570499.609407,3874097.83012,318,"Residential"
"7421",570499.797064,3874093.48069,406.5,"Residential"
"7422",570533.549856,3874192.20479,860.4,"Residential"
"7423",570533.589466,3874186.31382,848.5,"Residential"
"7424",570533.709238,3874179.83418,849.8,"Residential"
"7425",570533.6341,3874173.43821,856.5,"Residential"
"7426",570534.171293,3874167.61354,978.8,"Residential"
"7427",570533.782608,3874161.96798,834.6,"Residential"
"7428",570534.527964,3874154.70822,701.7,"Residential"
"7429",570534.249552,3874143.61462,935,"Residential"
"7430",570533.74216,3874150.05888,675.3,"Residential"
"7431",570682.411886,3874154.45508,1350,"Residential"
"7432",570624.878524,3874175.67469,42.1,"Residential"
"7433",570631.028764,3874164.9851,85.45,"Residential"
"7434",570644.224609,3874171.43278,41.07,"Residential"
"7435",570645.178958,3874149.09471,280.47,"Residential"
"7436",570521.215781,3874136.45378,207,"Residential"
"7437",570521.1522,3874129.65327,410.7,"Residential"
"7438",570521.399881,3874125.52604,191,"Residential"
"7439",570521.313568,3874118.44493,609.4,"Residential"
"7440",570531.205822,3874125.98855,264.24,"Residential"
"7441",570536.209548,3874125.67154,326.86,"Residential"
"7442",570542.844052,3874124.99292,386.1,"Residential"
"7443",570555.323154,3874124.20419,897.96,"Residential"
"7444",570568.298208,3874122.97399,545.28,"Residential"
"7445",570593.707342,3874121.14711,671.34,"Residential"
"7446",570601.828545,3874120.42536,273.18,"Residential"
"7447",570607.58346,3874119.6752,382.02,"Residential"
"7448",570616.032212,3874119.16631,545.28,"Residential"
"7449",570632.061764,3874118.24904,566.8,"Residential"
"7450",570624.736186,3874118.57658,643.08,"Residential"
"7451",570641.393425,3874117.22962,435.6,"Residential"
"7452",570649.949793,3874116.61916,366.4,"Residential"
"7453",570659.096458,3874115.65909,348.6,"Residential"
"7454",570668.777218,3874115.07192,481.8,"Residential"
"7455",570677.978627,3874114.12518,487.79,"Residential"
"7456",570686.007106,3874113.76759,390.72,"Residential"
"7457",570697.249435,3874112.7307,47.85,"Residential"
"7458",570692.529447,3874113.16076,370.04,"Residential"
"7459",570755.81926,3874197.83346,23.14,"Residential"
"7460",570760.827971,3874189.86677,8.23,"Residential"
"7461",570763.331229,3874189.96509,11.93,"Residential"
"7462",570769.311091,3874190.20898,21.6,"Residential"
"7463",570775.876753,3874190.35765,12.15,"Residential"
"7464",570780.160908,3874190.51069,8.15,"Residential"
"7465",570731.504998,3874150.46384,639.54,"Residential"
"7466",570719.496463,3874137.21341,118.26,"Residential"
"7467",570821.434177,3874137.99217,184.96,"Residential"
"7468",570811.281438,3874137.83001,183.76,"Residential"
"7469",570792.987862,3874138.88478,492.59,"Residential"
"7470",570765.623978,3874140.20597,188.28,"Residential"
"7471",570758.271897,3874167.00456,20.08,"Residential"
"7472",570760.482866,3874174.2635,10.75,"Residential"
"7473",570761.532873,3874164.49528,50.52,"Residential"
"7474",570766.13611,3874173.00932,36.58,"Residential"
"7475",570765.22292,3874156.48771,29.51,"Residential"
"7476",570770.195305,3874170.37573,25.55,"Residential"
"7477",570771.136485,3874153.27088,15.2,"Residential"
"7478",570778.260635,3874179.16112,7.92,"Residential"
"7479",570777.259719,3874158.01381,61.46,"Residential"
"7480",570778.036552,3874170.75234,12.61,"Residential"
"7481",570778.525754,3874164.48083,5.7,"Residential"
"7482",570790.602733,3874166.25273,66.24,"Residential"
"7483",570795.941568,3874178.75559,12.36,"Residential"
"7484",570796.029392,3874161.44041,48.82,"Residential"
"7485",570785.347871,3874162.98288,43.21,"Residential"
"7486",570783.559353,3874175.64648,22.35,"Residential"
"7487",570801.326719,3874170.16447,37.13,"Residential"
"7488",570803.537155,3874160.73644,31.34,"Residential"
"7489",570821.943579,3874104.71703,256.4,"Residential"
"7490",570815.724797,3874106.38432,260.1,"Residential"
"7491",570808.87396,3874106.88017,418.99,"Residential"
"7492",570799.908138,3874107.84568,440.01,"Residential"
"7493",570786.293834,3874108.63633,860.21,"Residential"
"7494",570773.160476,3874109.58755,441.18,"Residential"
"7495",570763.145189,3874110.4883,430.94,"Residential"
"7496",570753.013627,3874111.15968,431.24,"Residential"
"7497",570738.262547,3874112.47241,1168.58,"Residential"
"7498",570715.425776,3874114.01969,1329.9,"Residential"
"7499",570820.735113,3874071.31422,394.48,"Residential"
"7500",570819.938788,3874056.92356,289.34,"Residential"
"7501",570804.598695,3874066.68792,639.53,"Residential"
"7502",570790.124788,3874068.12035,471.66,"Residential"
"7503",570778.994811,3874069.01986,393.5,"Residential"
"7504",570766.666755,3874069.9192,630.46,"Residential"
"7505",570752.735441,3874071.52963,567.94,"Residential"
"7506",570743.703431,3874069.75336,257.4,"Residential"
"7507",570736.066369,3874072.11209,495.55,"Residential"
"7508",570726.453101,3874072.98781,455.73,"Residential"
"7509",570714.139257,3874073.87724,914.04,"Residential"
"7510",570701.348806,3874073.92414,233.2,"Residential"
"7511",570708.714254,3874034.56501,948.09,"Residential"
"7512",570720.043561,3874033.68434,453.63,"Residential"
"7513",570728.409657,3874033.14287,512.98,"Residential"
"7514",570745.561625,3874032.27633,1422.39,"Residential"
"7515",570768.998737,3874030.66824,1547,"Residential"
"7516",570785.764742,3874029.58401,595.92,"Residential"
"7517",570812.863434,3874027.68662,1374.49,"Residential"
"7518",570795.654312,3874028.59765,595.01,"Residential"
"7519",570803.572936,3873991.48243,940.74,"Residential"
"7520",570790.384686,3873992.59952,587.99,"Residential"
"7521",570775.466789,3873994.03383,1171.23,"Residential"
"7522",570757.393425,3873995.44665,1050.98,"Residential"
"7523",570739.640596,3873997.01871,1167.72,"Residential"
"7524",570713.274893,3873999.18729,1868.36,"Residential"
"7525",570681.522134,3874001.82062,628.35,"Residential"
"7526",570672.254238,3874002.68111,224.65,"Residential"
"7527",570667.050817,3874002.87844,224.65,"Residential"
"7528",570655.771271,3874005.49716,865.4,"Residential"
"7529",570641.72925,3874008.2721,533.3,"Residential"
"7530",570628.322937,3874009.65474,522.5,"Residential"
"7531",570617.217702,3874015.77774,292.4,"Residential"
"7532",570615.573714,3873998.71225,57.96,"Residential"
"7533",570607.712777,3874011.6145,480.15,"Residential"
"7534",570596.118054,3874012.61731,853.1,"Residential"
"7535",570582.983023,3874013.73011,639.6,"Residential"
"7536",570573.484198,3874014.57119,319.8,"Residential"
"7537",570568.373728,3874014.90275,426.05,"Residential"
"7538",570564.482646,3874015.89253,319.8,"Residential"
"7539",570560.612176,3874015.70997,319.8,"Residential"
"7540",570556.519914,3874015.90625,319.8,"Residential"
"7541",570552.498706,3874016.55961,319.8,"Residential"
"7542",570548.241656,3874016.86684,319.8,"Residential"
"7543",570533.876496,3874031.3341,828.9,"Residential"
"7544",570534.001916,3874023.37981,658.8,"Residential"
"7545",570533.924578,3874015.71421,613.71,"Residential"
"7546",570534.199908,3874009.5882,194.67,"Residential"
"7547",570533.817607,3874004.30146,601.29,"Residential"
"7548",570693.066579,3874074.917,452.87,"Residential"
"7549",570676.9789,3874074.12923,1360.37,"Residential"
"7550",570684.654338,3874038.79821,793.1,"Residential"
"7551",570670.837586,3874054.33737,96.45,"Residential"
"7552",570670.515452,3874050.16465,100,"Residential"
"7553",570670.324435,3874046.46465,100,"Residential"
"7554",570669.75605,3874042.7128,100,"Residential"
"7555",570669.16274,3874034.83486,321.15,"Residential"
"7556",570668.287838,3874026.08832,107.6,"Residential"
"7557",570648.035438,3874084.94087,682.2,"Residential"
"7558",570646.475426,3874067.11738,528.66,"Residential"
"7559",570636.405432,3874046.15199,384.3,"Residential"
"7560",570650.351764,3874053.0931,309.15,"Residential"
"7561",570649.258227,3874038.69736,315.9,"Residential"
"7562",570630.64748,3874079.14535,176.16,"Residential"
"7563",570624.195287,3874079.50939,685.62,"Residential"
"7564",570615.793783,3874080.43485,454.06,"Residential"
"7565",570608.642397,3874080.79854,549.12,"Residential"
"7566",570601.168096,3874081.60225,682.5,"Residential"
"7567",570593.896435,3874082.21075,283.5,"Residential"
"7568",570586.071541,3874083.01554,620.58,"Residential"
"7569",570568.66765,3874084.68842,451.02,"Residential"
"7570",570576.878541,3874083.72071,453.6,"Residential"
"7571",570625.141716,3874046.95158,468.75,"Residential"
"7572",570616.530561,3874048.0346,328.4,"Residential"
"7573",570609.348016,3874048.55605,324.9,"Residential"
"7574",570602.506505,3874049.20987,381.25,"Residential"
"7575",570594.844999,3874049.853,468.75,"Residential"
"7576",570585.117984,3874058.89428,128.15,"Residential"
"7577",570584.407684,3874044.63506,384.8,"Residential"
"7578",570576.119386,3874051.04497,512.1,"Residential"
"7579",570567.900696,3874052.16735,515.55,"Residential"
"7580",570558.060193,3874085.42745,772.56,"Residential"
"7581",570533.937626,3874072.46505,706.67,"Residential"
"7582",570548.16329,3874089.13229,355.2,"Residential"
"7583",570530.437403,3874078.69713,535.32,"Residential"
"7584",570538.898842,3874092.89703,408.3,"Residential"
"7585",570524.392819,3874085.77688,292.1,"Residential"
"7586",570520.731852,3874098.42378,576.84,"Residential"
"7587",570529.356621,3874097.60552,130.5,"Residential"
"7588",570558.694423,3874052.87266,375.2,"Residential"
"7589",570549.503193,3874053.77026,468.75,"Residential"
"7590",570540.16694,3874054.58803,563.25,"Residential"
"7591",570527.350084,3874066.46383,497.26,"Residential"
"7592",570527.744,3874060.39534,256.22,"Residential"
"7593",570527.631737,3874055.16887,237.36,"Residential"
"7594",570528.074498,3874047.02284,564.45,"Residential"
"7595",570518.260779,3874159.08433,19.9,"Residential"
"7596",570540.269123,3874157.75935,88.1,"Residential"
"7597",570727.29263,3874173.28114,154.78,"Residential"
"7598",570727.633964,3874182.56128,161.98,"Residential"
"7599",570726.377785,3874191.23907,162.79,"Residential"
"7600",570727.257823,3874201.2233,165.24,"Residential"
"7601",571057.295417,3874156.2698,296.64,"Residential"
"7602",571051.405932,3874135.1649,174.62,"Residential"
"7603",570984.866238,3874058.70588,407.51,"Residential"
"7604",570808.5337,3874193.98075,22.09,"Residential"
"7605",570815.980689,3874194.21253,41.9,"Residential"
"7606",570822.995397,3874194.13378,31.97,"Residential"
"7607",570854.123443,3874195.76097,65.52,"Residential"
"7608",570829.304135,3874192.82737,29.92,"Residential"
"7609",570845.243672,3874190.92913,12.35,"Residential"
"7610",570831.825648,3874201.62106,14.25,"Residential"
"7611",570841.981271,3874202.92847,78.63,"Residential"
"7612",570840.955892,3874192.04697,20.59,"Residential"
"7613",570835.348433,3874192.01816,25.95,"Residential"
"7614",570885.523079,3874189.78419,23.6,"Residential"
"7615",570893.213156,3874190.01317,9.65,"Residential"
"7616",570897.006647,3874190.11221,10.07,"Residential"
"7617",570918.959411,3874200.39692,175.07,"Residential"
"7618",570918.535963,3874191.84061,143.88,"Residential"
"7619",570919.016981,3874185.24262,142.91,"Residential"
"7620",570917.579499,3874178.803,146.01,"Residential"
"7621",570917.633667,3874171.34321,148.54,"Residential"
"7622",570917.953962,3874165.10902,111.27,"Residential"
"7623",570917.482124,3874157.93796,190.27,"Residential"
"7624",570918.370327,3874150.09051,154.5,"Residential"
"7625",570917.599921,3874144.06453,109.45,"Residential"
"7626",570922.130065,3874131.13455,127.82,"Residential"
"7627",570919.061901,3874138.36212,78.62,"Residential"
"7628",570896.700962,3874161.6855,96.61,"Residential"
"7629",570894.18844,3874173.86577,22.67,"Residential"
"7630",570892.638601,3874159.65716,40.16,"Residential"
"7631",570889.48594,3874161.66926,9.65,"Residential"
"7632",570887.169383,3874163.65692,34.74,"Residential"
"7633",570877.130148,3874173.59004,17.2,"Residential"
"7634",570882.204453,3874167.18264,54.71,"Residential"
"7635",570882.1305,3874147.17043,13.02,"Residential"
"7636",570878.205114,3874153.01055,10.64,"Residential"
"7637",570873.028802,3874163.44842,48.28,"Residential"
"7638",570869.037093,3874164.45882,48.87,"Residential"
"7639",570863.482041,3874174.99574,37.54,"Residential"
"7640",570864.414648,3874148.41071,9.92,"Residential"
"7641",570863.495253,3874158.82537,19,"Residential"
"7642",570857.728813,3874173.78213,22.18,"Residential"
"7643",570856.386978,3874158.99618,44.14,"Residential"
"7644",570849.586404,3874174.25671,28.7,"Residential"
"7645",570850.324066,3874149.83659,22.47,"Residential"
"7646",570849.938308,3874160.74336,13.36,"Residential"
"7647",570831.391367,3874172.5516,31.94,"Residential"
"7648",570836.589672,3874172.44637,30.01,"Residential"
"7649",570841.027422,3874177.09676,11.85,"Residential"
"7650",570841.280545,3874167.70871,10.48,"Residential"
"7651",570844.364476,3874149.62595,17.82,"Residential"
"7652",570838.184561,3874158.29038,21.63,"Residential"
"7653",570838.416866,3874149.17423,21.75,"Residential"
"7654",570807.151474,3874175.03038,16.02,"Residential"
"7655",570806.943645,3874154.79811,147.28,"Residential"
"7656",570820.522608,3874162.81207,223.35,"Residential"
"7657",570831.097189,3874142.74516,55.54,"Residential"
"7658",570840.198909,3874142.04915,53.78,"Residential"
"7659",570846.074316,3874141.42831,25.2,"Residential"
"7660",570849.973161,3874140.99687,25.2,"Residential"
"7661",570855.514372,3874140.40254,54,"Residential"
"7662",570864.056089,3874140.59932,104.4,"Residential"
"7663",570871.732874,3874140.33477,86.18,"Residential"
"7664",570878.771806,3874139.44851,90.57,"Residential"
"7665",570888.112511,3874138.30721,209.44,"Residential"
"7666",570896.423388,3874137.27328,97.7,"Residential"
"7667",570901.362784,3874136.15986,93.6,"Residential"
"7668",570829.068061,3874117.96358,400.14,"Residential"
"7669",570837.736033,3874116.10776,323.49,"Residential"
"7670",570843.638355,3874115.63592,179.35,"Residential"
"7671",570847.57822,3874114.88635,174.85,"Residential"
"7672",570853.259469,3874114.45508,315.32,"Residential"
"7673",570863.829289,3874115.70391,155.01,"Residential"
"7674",570858.942068,3874113.75419,221.14,"Residential"
"7675",570868.886745,3874111.73488,383.22,"Residential"
"7676",570873.679583,3874112.54843,22.57,"Residential"
"7677",570876.01975,3874111.5906,22.93,"Residential"
"7678",570878.848668,3874112.36642,294.84,"Residential"
"7679",570885.780948,3874110.7796,590.5,"Residential"
"7680",570893.42521,3874110.48766,230.14,"Residential"
"7681",570897.28599,3874109.2681,223.59,"Residential"
"7682",570900.967659,3874108.01661,240.8,"Residential"
"7683",570905.901014,3874111.10913,399.66,"Residential"
"7684",570911.159309,3874107.49857,86.5,"Residential"
"7685",570918.195954,3874104.98156,383.79,"Residential"
"7686",570926.438311,3874105.36254,416.05,"Residential"
"7687",570931.961125,3874104.63854,214.2,"Residential"
"7688",570969.573383,3874166.11534,18.01,"Residential"
"7689",570954.131508,3874166.78353,465.01,"Residential"
"7690",570954.180613,3874182.39796,126.28,"Residential"
"7691",570952.449932,3874194.66767,274.89,"Residential"
"7692",570966.382177,3874136.3761,74.11,"Residential"
"7693",570952.680944,3874145.67153,161.19,"Residential"
"7694",570951.883925,3874137.56938,88.06,"Residential"
"7695",570951.868425,3874131.79359,66.24,"Residential"
"7696",570951.772606,3874125.98862,76.38,"Residential"
"7697",570941.869084,3874103.56362,274.17,"Residential"
"7698",570948.139661,3874103.93424,224.54,"Residential"
"7699",570955.659235,3874103.13269,463.44,"Residential"
"7700",570963.712741,3874107.07607,147.67,"Residential"
"7701",570960.901264,3874091.82011,153.29,"Residential"
"7702",570988.263193,3874164.2262,35.7,"Residential"
"7703",570996.161495,3874163.66701,164.27,"Residential"
"7704",571033.560561,3874171.9247,490.64,"Residential"
"7705",571033.005988,3874157.50436,471.06,"Residential"
"7706",571011.208224,3874162.25746,214.47,"Residential"
"7707",570996.526041,3874133.894,421.4,"Residential"
"7708",571011.672422,3874141.41851,11.87,"Residential"
"7709",571010.147612,3874125.79698,18.52,"Residential"
"7710",571017.446193,3874130.5059,148.69,"Residential"
"7711",571037.525299,3874128.78946,134.24,"Residential"
"7712",571027.465469,3874141.31681,97.01,"Residential"
"7713",571032.816253,3874130.54463,75.81,"Residential"
"7714",571026.030199,3874130.19422,47.12,"Residential"
"7715",571025.800149,3874119.17868,15.3,"Residential"
"7716",570982.930275,3874102.18362,65.4,"Residential"
"7717",570987.987703,3874098.15468,501.86,"Residential"
"7718",571003.32324,3874097.44189,719.58,"Residential"
"7719",571026.68684,3874110.20989,95.94,"Residential"
"7720",571016.3761,3874105.09386,197.61,"Residential"
"7721",570849.553078,3874067.10398,1452.7,"Residential"
"7722",570886.370448,3874063.9202,1736.71,"Residential"
"7723",570911.870816,3874060.98614,473.58,"Residential"
"7724",570923.696546,3874060.09185,465.66,"Residential"
"7725",570949.705742,3874061.50624,728.57,"Residential"
"7726",570939.242229,3874053.55383,547.88,"Residential"
"7727",570832.846798,3874024.22588,532.48,"Residential"
"7728",570842.928679,3874023.32174,707.59,"Residential"
"7729",570856.828814,3874022.45288,952.96,"Residential"
"7730",570869.555429,3874021.29027,706.09,"Residential"
"7731",570879.687623,3874020.58351,528.51,"Residential"
"7732",570887.364602,3874019.79738,293.28,"Residential"
"7733",570895.771813,3874019.26772,716.3,"Residential"
"7734",570918.994848,3874017.47718,2167.75,"Residential"
"7735",570940.640031,3874016.28518,597.61,"Residential"
"7736",570954.832479,3874015.21457,296.53,"Residential"
"7737",570948.042874,3874014.91421,366.08,"Residential"
"7738",570951.87279,3873977.00854,341.1,"Residential"
"7739",570943.63465,3873977.75046,625.68,"Residential"
"7740",570934.524301,3873978.18303,580.25,"Residential"
"7741",570925.187458,3873978.75257,591.17,"Residential"
"7742",570914.280147,3873980.03449,711.1,"Residential"
"7743",570898.877092,3873981.22781,1170.32,"Residential"
"7744",570882.785645,3873982.28822,722.73,"Residential"
"7745",570865.878851,3873983.8059,1051.57,"Residential"
"7746",570847.379269,3873985.30015,1156.67,"Residential"
"7747",570833.727122,3873986.50372,699.01,"Residential"
"7748",570823.255718,3873987.25741,465.85,"Residential"
